փիղ	elephant	sakayan unit7 vocab
առաջին հայացքից	at 1st glance	sakayan unit7 vocab
տգեղ	ugly	sakayan unit7 vocab
կենդանի [կենթանի]	animal	sakayan unit7 vocab
մեծ	big	sakayan unit7 vocab
գլուխ	head	sakayan unit7 vocab
խոշոր	huge	sakayan unit7 vocab
դեմք	face	sakayan unit7 vocab
որի վրա	on which	sakayan unit7 vocab
աչք	eye	sakayan unit7 vocab
այնքան	so	sakayan unit7 vocab
փոքր	small	sakayan unit7 vocab
գրեթե	almost	sakayan unit7 vocab
երևալ	to be seen	sakayan unit7 vocab
ականջ	ear	sakayan unit7 vocab
լայն	wide	sakayan unit7 vocab
մեջք [մեչք]	back	sakayan unit7 vocab
բարձր [բարցր]	high	sakayan unit7 vocab
ոտք	foot, leg	sakayan unit7 vocab
տձև	deformed	sakayan unit7 vocab
մորթ	skin	sakayan unit7 vocab
գորշ	gray	sakayan unit7 vocab
գույն	color	sakayan unit7 vocab
բերան	mouth	sakayan unit7 vocab
դուրս գալ	to stick out	sakayan unit7 vocab
ժանիք	tusk	sakayan unit7 vocab
որոնց	of which	sakayan unit7 vocab
երկարություն	length	sakayan unit7 vocab
մետր	meter	sakayan unit7 vocab
անցնել	to surpass	sakayan unit7 vocab
կնճիթ	trunk	sakayan unit7 vocab
որպես	as	sakayan unit7 vocab
ձեռք	hand	sakayan unit7 vocab
ծառայել	to serve	sakayan unit7 vocab
գործողություն	action	sakayan unit7 vocab
կատարել	to perform	sakayan unit7 vocab
հակառակ	despite	sakayan unit7 vocab
չափ	measure, size	sakayan unit7 vocab
հակառակ իր չափերին	despite his size	sakayan unit7 vocab
քիչ	little	sakayan unit7 vocab
ուտելիք	food	sakayan unit7 vocab
գոհանալ	to content oneself	sakayan unit7 vocab
հեզ	humble	sakayan unit7 vocab
բարի	kind	sakayan unit7 vocab
բարեկամ	friend	sakayan unit7 vocab
մարդ [մարթ]	human being	sakayan unit7 vocab
ընկերական	friendly	sakayan unit7 vocab
աշխատասեր	industrious	sakayan unit7 vocab
ուժ	strength	sakayan unit7 vocab
օգտակար [օքտակար]	useful	sakayan unit7 vocab
սակայն	however	sakayan unit7 vocab
վտանգավոր	dangerous	sakayan unit7 vocab
դառնալ	to become	sakayan unit7 vocab
իր հետ	with/to him	sakayan unit7 vocab
անարդար [անարթար]	unjust	sakayan unit7 vocab
վարվել	to treat	sakayan unit7 vocab
հարվածել	to hit	sakayan unit7 vocab
գետին	ground	sakayan unit7 vocab
տապալել	to subvert	sakayan unit7 vocab
գետին տապալել	to knock down to the ground	sakayan unit7 vocab
կոխկռտել	to trample	sakayan unit7 vocab
