Հայաստանը	Armenia	sakayan unit1 vocab
փոքր	small	sakayan unit1 vocab
երկիր	country	sakayan unit1 vocab
է	is	sakayan unit1 vocab
ունենալ	to have	sakayan unit1 vocab
ունի	has	sakayan unit1 vocab
երեք ու կես	3 and* a half	sakayan unit1 vocab
միլիոն	million	sakayan unit1 vocab
բնակիչ	inhabitant	sakayan unit1 vocab
հայերը	the Armenians	sakayan unit1 vocab
խոսել	to speak	sakayan unit1 vocab
հայերեն	Armenian (language)	sakayan unit1 vocab
հին	old	sakayan unit1 vocab
լեզու	language	sakayan unit1 vocab
ինչպես	as, how	sakayan unit1 vocab
անգլերեն	English (language)	sakayan unit1 vocab
ֆրանսերեն	French (language)	sakayan unit1 vocab
գերմաներեն	German (language)	sakayan unit1 vocab
և	and*	sakayan unit1 vocab
այլ	other	sakayan unit1 vocab
հնդեվրոպական	Indo-European	sakayan unit1 vocab
հայկական	Armenian (adjective)	sakayan unit1 vocab
այբուբեն	alphabet	sakayan unit1 vocab
այն	it	sakayan unit1 vocab
ստեղծել	to create	sakayan unit1 vocab
ստեղծել է	has created	sakayan unit1 vocab
թվական	date, year	sakayan unit1 vocab
տառ	letter (graphic sign)	sakayan unit1 vocab
ամենահին	(the) oldest	sakayan unit1 vocab
քրիստոնյա	Christian	sakayan unit1 vocab
երկիր	country	sakayan unit1 vocab
ընդունել [ընթունել]	to adopt	sakayan unit1 vocab
ընդունել [ընթունել] է	has adopted	sakayan unit1 vocab
քրիստոնեություն	Christianity	sakayan unit1 vocab
