սիրելի	dear, beloved	sakayan unit11 vocab
վաղը չէ մյուս օրը	the day after tomorrow	sakayan unit11 vocab
շնորհավորել	congratulate	sakayan unit11 vocab
ցանկանալ	to wish	sakayan unit11 vocab
առողջություն [առողչություն]	health	sakayan unit11 vocab
երջանկություն	happiness	sakayan unit11 vocab
նամակ	letter	sakayan unit11 vocab
ուրախացնել	to make happy	sakayan unit11 vocab
քաղաք	city	sakayan unit11 vocab
քայլել	to walk	sakayan unit11 vocab
լայն	wide	sakayan unit11 vocab
փողոց	street	sakayan unit11 vocab
դիտել	to watch	sakayan unit11 vocab
տարբեր	various	sakayan unit11 vocab
մեքենա	automobile	sakayan unit11 vocab
շենք	building	sakayan unit11 vocab
հեծանիվ	bicycle	sakayan unit11 vocab
զբոսայգի	park	sakayan unit11 vocab
ընկեր	friend	sakayan unit11 vocab
մրցել	to compete	sakayan unit11 vocab
գյուղ	village	sakayan unit11 vocab
բնություն	nature	sakayan unit11 vocab
օդ [օթ]	air	sakayan unit11 vocab
արձակուրդ [արցակուրթ]	vacation	sakayan unit11 vocab
անհամբեր [անհամփեր]	impatiently	sakayan unit11 vocab
տոնել	to celebrate	sakayan unit11 vocab
ծննդյան օր	birthday	sakayan unit11 vocab
համբուրել [համփուրել]	to kiss	sakayan unit11 vocab
սիրով	‘with love’	sakayan unit11 vocab
կարոտով	‘nostalgically’	sakayan unit11 vocab
սիրով ու կարոտով	hugs and kisses	sakayan unit11 vocab
թոռնիկ	grandson	sakayan unit11 vocab
