A	Ի՛նչ սիրունիկ երեխա է։	What a lovely baby!	sakayan unit4 dialogue1
B	Քրոջս [քրոչս] տղան է, վեց ամսական։	He is my nephew, 6 months old.	sakayan unit4 dialogue1
A	Իսկ ո՞վ է այս համակրելի կինը։	And who is this lovely woman?	sakayan unit4 dialogue1
B	Եղբորս [եղպորս] նշանածն է։	She is my brother’s fiancée.	sakayan unit4 dialogue1
A	Իսկ կողքինները ովքե՞ր են։	And who are those next to her?	sakayan unit4 dialogue1
B	Սա քույրս է, իսկ սա եղբորս տղան է։	This is my sister and this is my nephew.	sakayan unit4 dialogue1
A	Ծնողներիդ [ծնողներիտ] նկարը ունե՞ս։	Do you have a picture of your parents?	sakayan unit4 dialogue1
B	Ահա նրանք՝ նոր նշանված։	Here they are, newly engaged.	sakayan unit4 dialogue1
A	Դու մորդ [մորտ] նման ես։	You look like your mother.	sakayan unit4 dialogue1
B	Գիտեմ։ Իսկ սա տատիկս է, սա էլ պապիկս՝ մորս ծնողները։	I know. And this is my grandmother, and this is my grandfather, my mother’s	sakayan unit4 dialogue1
A	Ինչքա՛ն երիտասարդ [երիտասարթ] են։	How young they are!	sakayan unit4 dialogue1
B	Ո՜չ, սա հին նկար է։ Տատս հիմա իննսուն տարեկան է։	No, this is an old picture. My grandmother is 90 years old now.	sakayan unit4 dialogue1
A	Կարծեմ նոր տեսա նրան այգում։	I think I just saw her in the garden.	sakayan unit4 dialogue1
B	Այո՜, ինքն է, արի՜ ծանոթացնեմ։	Yes, it’s her; let me introduce you.	sakayan unit4 dialogue1
