արագիլ	stork	sakayan unit6 vocab
շատ	much, many	sakayan unit6 vocab
կան	there are	sakayan unit6 vocab
բույն	nest	sakayan unit6 vocab
շինել	to build	sakayan unit6 vocab
շինում է	is building	sakayan unit6 vocab
բարձր [բարցր]	high	sakayan unit6 vocab
ծառ	tree	sakayan unit6 vocab
տուն	house	sakayan unit6 vocab
տների վրա	on the houses	sakayan unit6 vocab
ժայռ	cliff	sakayan unit6 vocab
ժայռերի վրա	ra] on cliffs	sakayan unit6 vocab
ամբողջ	entire	sakayan unit6 vocab
տարի	year	sakayan unit6 vocab
մնալ	to stay	sakayan unit6 vocab
չեն մնում	don’t stay	sakayan unit6 vocab
վախենալ	to fear	sakayan unit6 vocab
վախենում են	they fear	sakayan unit6 vocab
ցուրտ	cold	sakayan unit6 vocab
ցրտից	from the cold	sakayan unit6 vocab
երբ [երփ]	when	sakayan unit6 vocab
ձմեռ	winter	sakayan unit6 vocab
գալ	to arrive	sakayan unit6 vocab
գալիս է	is coming	sakayan unit6 vocab
հեռանալ	to go away	sakayan unit6 vocab
հեռանում են	they go away	sakayan unit6 vocab
չվել	to fly over	sakayan unit6 vocab
չվում են	they fly over	sakayan unit6 vocab
դեպի	towards, to	sakayan unit6 vocab
հարավ	south	sakayan unit6 vocab
տաք	warm	sakayan unit6 vocab
երկիր	country	sakayan unit6 vocab
երկրներ	countries	sakayan unit6 vocab
գյուղացի	peasant	sakayan unit6 vocab
գիտենալ	to know	sakayan unit6 vocab
գիտի	he knows	sakayan unit6 vocab
երբ [երփ]	when	sakayan unit6 vocab
գարուն	spring	sakayan unit6 vocab
օդ [օթ]	air	sakayan unit6 vocab
տաքանալ	to warm up	sakayan unit6 vocab
օտար	foreign	sakayan unit6 vocab
երկրներից	from countries	sakayan unit6 vocab
կրկին	again	sakayan unit6 vocab
վերադառնալ	to return	sakayan unit6 vocab
գտնել	to find	sakayan unit6 vocab
գտնում են	they find	sakayan unit6 vocab
իրենց	their	sakayan unit6 vocab
հին	old	sakayan unit6 vocab
բազմանալ	to breed	sakayan unit6 vocab
դրա համար	therefore	sakayan unit6 vocab
առած	proverb	sakayan unit6 vocab
ասել	to say	sakayan unit6 vocab
մարտ	March	sakayan unit6 vocab
մարտի 9-ին	on March 9	sakayan unit6 vocab
իր բնին	in its nest	sakayan unit6 vocab
օգտակար [օքտակար]	useful	sakayan unit6 vocab
թռչուն	bird	sakayan unit6 vocab
օձ [օց]	snake	sakayan unit6 vocab
օձերը [օցերը]	the snakes	sakayan unit6 vocab
մյուս	other	sakayan unit6 vocab
վնասատու	harmful	sakayan unit6 vocab
կենդանի [կենթանի]	animal	sakayan unit6 vocab
