A	Հավանո՞ւմ ես նոր բնակարանս։	Do you like my new apartment?	sakayan unit5 dialogue1
B	Այո՜, շատ եմ հավանում։ Նո՞ր ես տեղափոխվել։	Yes, I like it very much. Did you just move in?	sakayan unit5 dialogue1
A	Այո՜։ Դուրդ [դուրտ] գալի՞ս է տեսարանը։	Yes! Do you like the view?	sakayan unit5 dialogue1
B	Շա՛տ։ Կահույքդ [կահույքտ] էլ է գեղեցիկ։	Very much! Your furniture is also nice.	sakayan unit5 dialogue1
A	Ամեն ինչ վերջերս [վերչերս] գնեցի։ Գո՜րգս տես։ Գեղեցիկ է, չէ՞։	I bought everything recently. Look at my carpet! It’s beautiful, isn’t it?	sakayan unit5 dialogue1
B	Հիանալի՛ է։ Հայկակա՞ն է։	It’s wonderful! Is it Armenian?	sakayan unit5 dialogue1
A	Այո՜։ Իսկ ի՞նչ կարծիքի ես այս յուղանկարի մասին։	Yes. And what do you think about this oil painting?	sakayan unit5 dialogue1
B	Վատ չէ։	It’s not bad.	sakayan unit5 dialogue1
A	Ի՞նչ է, դուրդ [դուրտ] չեկա՞վ։	What’s wrong, you don’t like it?	sakayan unit5 dialogue1
B	Դժվարանում եմ ասել։ Ժամանակակից արվեստը չեմ հասկանում։	I can’t tell you. I don’t understand modern art.	sakayan unit5 dialogue1
