լավագույն	best	sakayan unit8 vocab
վկայական	diploma	sakayan unit8 vocab
գիտնական	scientist	sakayan unit8 vocab
փնտրել	to search	sakayan unit8 vocab
օգնական [օքնական]	assistant	sakayan unit8 vocab
կարևոր	important	sakayan unit8 vocab
փորձարկում [փորցարկում]	experiment	sakayan unit8 vocab
դիմել	to apply	sakayan unit8 vocab
հայտարարված	announced	sakayan unit8 vocab
վերջապես [վերչապես]	finally	sakayan unit8 vocab
երիտասարդ [երիտասարթ]	young (man)	sakayan unit8 vocab
անծանոթ	unknown	sakayan unit8 vocab
թեկնածու	candidate	sakayan unit8 vocab
բնութագիր	recommendation	sakayan unit8 vocab
ընդունել [ընթունել]	to accept	sakayan unit8 vocab
սպասասրահ	waiting room	sakayan unit8 vocab
վեր կենալ	to get up	sakayan unit8 vocab
զիջել	to yield	sakayan unit8 vocab
տարեց	aged	sakayan unit8 vocab
մտնել	to enter	sakayan unit8 vocab
հանել	take off	sakayan unit8 vocab
փակել	to close	sakayan unit8 vocab
աղմուկ	noise	sakayan unit8 vocab
առաջարկել [առաչարկել]	to offer	sakayan unit8 vocab
քաղաքավարի	polite	sakayan unit8 vocab
նրբանկատ [նրփանկատ]	considerate	sakayan unit8 vocab
հատուկ	special	sakayan unit8 vocab
թոշակ	stipend	sakayan unit8 vocab
ստանալ	to receive	sakayan unit8 vocab
մտավոր	mental	sakayan unit8 vocab
կարողություն	capacity	sakayan unit8 vocab
ընդունակ [ընթունակ]	capable	sakayan unit8 vocab
աշխատասեր	diligent	sakayan unit8 vocab
արագ	fast, quick	sakayan unit8 vocab
ճշգրիտ	exact	sakayan unit8 vocab
գոհացնել	to satisfy	sakayan unit8 vocab
գտնել	to find	sakayan unit8 vocab
փորձ [փորց]	attempt, try	sakayan unit8 vocab
հնարավորություն	chance	sakayan unit8 vocab
դրսևորվել	to reveal himself	sakayan unit8 vocab
հատկություն	quality	sakayan unit8 vocab
միասին վերցրած	taken together	sakayan unit8 vocab
մի՞թե	Don’t you think?/Isn’t it?	sakayan unit8 vocab
փայլուն	brilliant	sakayan unit8 vocab
արժենալ	to be worth	sakayan unit8 vocab
հաշվապահ	accountant	sakayan unit8 vocab
դերասան	actor	sakayan unit8 vocab
գյուղատնտես	agronomist	sakayan unit8 vocab
ճարտարապետ	architect	sakayan unit8 vocab
արվեստագետ	artist	sakayan unit8 vocab
նկարիչ	artist-painter	sakayan unit8 vocab
հացագործ	baker	sakayan unit8 vocab
վարսավիր	barber	sakayan unit8 vocab
դարբին [դարփին]	blacksmith	sakayan unit8 vocab
որմնադիր / հյուսն	bricklayer	sakayan unit8 vocab
մսավաճառ	butcher	sakayan unit8 vocab
ատաղձագործ [ատաղցագործ]	carpenter	sakayan unit8 vocab
գանձապահ	cashier	sakayan unit8 vocab
շինարար	constructor, builder	sakayan unit8 vocab
խոհարար	cook	sakayan unit8 vocab
ատամնաբույժ	dentist	sakayan unit8 vocab
դիվանագետ	diplomat	sakayan unit8 vocab
տնօրեն	director	sakayan unit8 vocab
բժիշկ	doctor, physician	sakayan unit8 vocab
դերձակ [դերցակ]	dressmaker	sakayan unit8 vocab
տնտեսագետ	economist	sakayan unit8 vocab
ինժեներ, ճարտարագետ	engineer	sakayan unit8 vocab
ձեռնարկատեր	entrepreneur	sakayan unit8 vocab
երկրաբան	geologist	sakayan unit8 vocab
ոսկերիչ	goldsmith, jeweler	sakayan unit8 vocab
վարսահարդար	hairdresser	sakayan unit8 vocab
դերասան	actress, ուսուցիչ [usut¿sŒic¿hŒ] male	sakayan unit8 vocab
քննիչ	inspector	sakayan unit8 vocab
լրագրող	journalist	sakayan unit8 vocab
դատավոր	judge	sakayan unit8 vocab
իրավաբան	lawyer	sakayan unit8 vocab
լեզվաբան	linguist	sakayan unit8 vocab
վաճառական	merchant	sakayan unit8 vocab
բուժքույր	nurse (female)	sakayan unit8 vocab
բուժակ	nurse (male)	sakayan unit8 vocab
ներկարար	painter	sakayan unit8 vocab
դեղագործ	pharmacist	sakayan unit8 vocab
բանասեր	philologist	sakayan unit8 vocab
լուսանկարիչ	photographer	sakayan unit8 vocab
դաշնակահար	pianist	sakayan unit8 vocab
օդաչու [օթաչու]	pilot	sakayan unit8 vocab
բանաստեղծ	poet	sakayan unit8 vocab
ոստիկան	policeman	sakayan unit8 vocab
վարչապետ	premier	sakayan unit8 vocab
քահանա	priest	sakayan unit8 vocab
դասախոս	professor, lecturer	sakayan unit8 vocab
ծրագրավորող	programmer	sakayan unit8 vocab
հրատարակիչ	publisher	sakayan unit8 vocab
թղթակից	reporter, correspondent	sakayan unit8 vocab
քարտուղար	secretary (male)	sakayan unit8 vocab
կոշկակար	shoemaker	sakayan unit8 vocab
վարորդ [վարորթ]	driver	sakayan unit8 vocab
մասնագետ	specialist	sakayan unit8 vocab
վիրաբույժ	surgeon	sakayan unit8 vocab
ուսուցիչ	teacher	sakayan unit8 vocab
առևտրական	trader	sakayan unit8 vocab
անասնաբույժ	veterinarian	sakayan unit8 vocab
ժամագործ	watchmaker	sakayan unit8 vocab
բանվոր	worker	sakayan unit8 vocab
գրող	writer	sakayan unit8 vocab
հին	old	sakayan unit8 vocab
նոր	new	sakayan unit8 vocab
երիտասարդ [երիտասարթ]	young	sakayan unit8 vocab
ծեր	old	sakayan unit8 vocab
ազնիվ	honest	sakayan unit8 vocab
անազնիվ	dishonest	sakayan unit8 vocab
զգույշ	careful, cautious	sakayan unit8 vocab
անզգույշ	careless	sakayan unit8 vocab
աշխատասեր	diligent	sakayan unit8 vocab
ծույլ	lazy	sakayan unit8 vocab
առատաձեռն	generous	sakayan unit8 vocab
ժլատ	stingy	sakayan unit8 vocab
գեղեցիկ	beautiful	sakayan unit8 vocab
տգեղ	ugly	sakayan unit8 vocab
գեր	fat	sakayan unit8 vocab
նիհար	slim	sakayan unit8 vocab
թափթփված	sloppy	sakayan unit8 vocab
կոկիկ	neat	sakayan unit8 vocab
թուխ	dark (about people)	sakayan unit8 vocab
խարտյաշ	blonde, fair	sakayan unit8 vocab
բարձրահասակ [բարցրահասակ]	tall	sakayan unit8 vocab
կարճահասակ	short	sakayan unit8 vocab
հաճելի	pleasant	sakayan unit8 vocab
տհաճ	unpleasant	sakayan unit8 vocab
հետաքրքրական	interesting	sakayan unit8 vocab
ձանձրալի	boring	sakayan unit8 vocab
հետաքրքրասեր	curious	sakayan unit8 vocab
անտարբեր	indifferent	sakayan unit8 vocab
ուժեղ	strong	sakayan unit8 vocab
թույլ	weak	sakayan unit8 vocab
քաջ	brave	sakayan unit8 vocab
անվախ	fearless	sakayan unit8 vocab
վախկոտ	coward	sakayan unit8 vocab
լուրջ	serious	sakayan unit8 vocab
թեթևամիտ	frivolous	sakayan unit8 vocab
