ճշմարիտ	true, genuine	sakayan unit9 vocab
պատմություն	story	sakayan unit9 vocab
տերևախիտ	full of leaves	sakayan unit9 vocab
ծառ	tree	sakayan unit9 vocab
անտառ	forest	sakayan unit9 vocab
տերև	leaf	sakayan unit9 vocab
սկսել	to start	sakayan unit9 vocab
դեղնել	to turn yellow	sakayan unit9 vocab
հետո	after, then	sakayan unit9 vocab
բոլորը	all of them	sakayan unit9 vocab
ոսկեգույն	gold-colored	sakayan unit9 vocab
դառնալ	to become	sakayan unit9 vocab
մեկ-մեկ	1-by-1	sakayan unit9 vocab
գետին	ground	sakayan unit9 vocab
ընկնել	to fall	sakayan unit9 vocab
աշուն	autumn	sakayan unit9 vocab
կամաց-կամաց	s¿Œ] slowly	sakayan unit9 vocab
թափել	to pour	sakayan unit9 vocab
մի օր էլ	and 1 day	sakayan unit9 vocab
ձյուն	snow	sakayan unit9 vocab
փաթիլ	flake	sakayan unit9 vocab
ծածկել	to cover	sakayan unit9 vocab
մերկացած	¿s] naked	sakayan unit9 vocab
ճյուղ	branch	sakayan unit9 vocab
փափուկ	soft	sakayan unit9 vocab
վերմակ	blanket	sakayan unit9 vocab
պես	like	sakayan unit9 vocab
ձմեռ	winter	sakayan unit9 vocab
անհետանալ	to disappear	sakayan unit9 vocab
մեղմ	mild	sakayan unit9 vocab
հով	wind	sakayan unit9 vocab
իկ	wind	sakayan unit9 vocab
շոյել	to caress	sakayan unit9 vocab
քնած	asleep	sakayan unit9 vocab
արև	sun	sakayan unit9 vocab
ծագել [ծաքել]	to rise	sakayan unit9 vocab
համբուրել [համփուրել]	to kiss	sakayan unit9 vocab
ծածկվել	to get covered	sakayan unit9 vocab
բողբոջ	bud	sakayan unit9 vocab
սիրուն	pretty	sakayan unit9 vocab
ծաղիկ	flower	sakayan unit9 vocab
հագցնել	to dress	sakayan unit9 vocab
ի վերջո [վերչո]	finally	sakayan unit9 vocab
կախվել	to hang	sakayan unit9 vocab
պտուղ	fruit	sakayan unit9 vocab
պես-պես	various	sakayan unit9 vocab
փայլել	to shine	sakayan unit9 vocab
պոկել	to pick	sakayan unit9 vocab
ամառ	summer	sakayan unit9 vocab
ոսկի	gold(en)	sakayan unit9 vocab
վերջանալ [վերչանալ]	to end	sakayan unit9 vocab
քանի որ	since	sakayan unit9 vocab
կրկնվել	to repeat itself	sakayan unit9 vocab
կարոտել	to miss	sakayan unit9 vocab
գեղեցիկ	beautiful	sakayan unit9 vocab
գարուն	spring	sakayan unit9 vocab
շո՜ւտ արի	come soon!	sakayan unit9 vocab
բերել	to bring	sakayan unit9 vocab
տաք	warm	sakayan unit9 vocab
ուկ	warm	sakayan unit9 vocab
պայծառ	bright	sakayan unit9 vocab
երգող [երկող]	singing	sakayan unit9 vocab
թռչուն	bird	sakayan unit9 vocab
դաշտ	field	sakayan unit9 vocab
բացել	to open	sakayan unit9 vocab
թող	may, let	sakayan unit9 vocab
բացվել	to open up	sakayan unit9 vocab
ծաղկել	to bloom	sakayan unit9 vocab
վարդ [վարթ]	rose	sakayan unit9 vocab
մեխակ	carnation	sakayan unit9 vocab
շուշան	lily	sakayan unit9 vocab
փակ	close	sakayan unit9 vocab
ազատվել	to break away	sakayan unit9 vocab
ցատկոտել	to jump around	sakayan unit9 vocab
