հայելի	mirror	sakayan unit5 vocab
երբ [երփ]	when	sakayan unit5 vocab
քույր	sister	sakayan unit5 vocab
դեռ	still, yet	sakayan unit5 vocab
փոքր	small, young	sakayan unit5 vocab
աղջիկ	girl	sakayan unit5 vocab
սիրել	to love, to like	sakayan unit5 vocab
վառ	bright	sakayan unit5 vocab
գույն	color	sakayan unit5 vocab
կարմիր	red	sakayan unit5 vocab
նարնջագույն	orange	sakayan unit5 vocab
նրա	his/her/its	sakayan unit5 vocab
նաև	also	sakayan unit5 vocab
ուր որ	wherever	sakayan unit5 vocab
գնալ	to go	sakayan unit5 vocab
ուր որ գնար	wherever	sakayan unit5 vocab
գտնել	to find	sakayan unit5 vocab
առաջը [առաչը]	in front of it	sakayan unit5 vocab
կանգնած	standing	sakayan unit5 vocab
տեսք	looks	sakayan unit5 vocab
հիանալ	to admire	sakayan unit5 vocab
հագուստ [հաքուստ]	clothing	sakayan unit5 vocab
նրա համար	for her	sakayan unit5 vocab
կարևոր	important	sakayan unit5 vocab
մի օր	1 day	sakayan unit5 vocab
մյուս օրը	another day	sakayan unit5 vocab
զգեստ	dress	sakayan unit5 vocab
կոշիկ	shoe	sakayan unit5 vocab
դուր գալ	to please	sakayan unit5 vocab
ուզենալ	to wish	sakayan unit5 vocab
չէր ուզում	didn’t wish	sakayan unit5 vocab
հագնել [հաքնել]	to wear	sakayan unit5 vocab
դպրոց	school	sakayan unit5 vocab
մայր	mother	sakayan unit5 vocab
հուսահատ	desperate	sakayan unit5 vocab
քմահաճ	capricious	sakayan unit5 vocab
հաճախ	often	sakayan unit5 vocab
գիտենալ	to know	sakayan unit5 vocab
անել	to do	sakayan unit5 vocab
չգիտեմ, ինչ	h¿Œ anem]	sakayan unit5 vocab
փոխվել	to change	sakayan unit5 vocab
կփոխվի	she’ll change	sakayan unit5 vocab
հայր	father	sakayan unit5 vocab
մեծանալ	to grow older	sakayan unit5 vocab
իրավացի	right	sakayan unit5 vocab
այսօր	today	sakayan unit5 vocab
հայտնի	well-known	sakayan unit5 vocab
նկարչուհի	painter (fem.)	sakayan unit5 vocab
հիանալի	wonderful	sakayan unit5 vocab
տանտիկին	homemaker	sakayan unit5 vocab
իսկ	what about ...	sakayan unit5 vocab
հիմա	now	sakayan unit5 vocab
երեխա	child	sakayan unit5 vocab
նրանց մեջ	¿hŒ] in them	sakayan unit5 vocab
տեսնել	to see	sakayan unit5 vocab
ինձ	me, myself	sakayan unit5 vocab
