1	լինել	7672	ghamoyan_fillers,ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_paradigms,sakayan_vocab
2	որ	858	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
3	ու	776	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
4	մի	574	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl
5	կարդալ	522	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_paradigms
6	ունենալ	520	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_paradigms,sakayan_vocab
7	ինչ	450	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
8	գրել	439	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_paradigms,sakayan_vocab
9	այլ	389	ghamoyan_jsonl,sakayan_jsonl,sakayan_vocab
10	նա	358	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl
11	ինչպես	340	ghamoyan_jsonl,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
12	այս	316	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
13	լեզվ	311	ghamoyan_jsonl,sakayan_jsonl
14	լեզու	301	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
15	գալ	286	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_paradigms,sakayan_vocab
16	չէ	281	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
17	շատ	278	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
18	էլ	275	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
19	ոչ	272	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
20	իր	258	ghamoyan_jsonl,sakayan_jsonl,sakayan_paradigms,sakayan_vocab
21	խոսակցական	258	ghamoyan_jsonl
22	այն	246	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
23	մեջ	239	ghamoyan_jsonl,sakayan_jsonl,sakayan_vocab
24	տալ	232	ghamoyan_jsonl,sakayan_dialogue,sakayan_jsonl,sakayan_paradigms,sakayan_vocab
25	կամ	228	ghamoyan_jsonl,sakayan_dialogue,sakayan_jsonl
26	թե	227	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
27	այդ	224	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl
28	հայերեն	222	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
29	իսկ	220	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
30	խոսք	220	ghamoyan_fillers,ghamoyan_jsonl,sakayan_jsonl
31	նաև	213	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
32	համար	213	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
33	բառեր	211	ghamoyan_jsonl,sakayan_jsonl
34	պետք	207	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl
35	դու	202	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl
36	երբ	197	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
37	նրա	196	ghamoyan_jsonl,sakayan_dialogue,sakayan_jsonl,sakayan_paradigms,sakayan_vocab
38	բայց	196	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
39	երևան	195	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl
40	մերի	194	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_paradigms
41	հետ	190	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
42	ասել	189	ghamoyan_fillers,ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_paradigms,sakayan_vocab
43	մեկ	178	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
44	անել	172	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_paradigms,sakayan_vocab
45	քանի	168	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
46	կարող	164	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl
47	ավելի	164	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl
48	բոլոր	162	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
49	մեծ	159	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
50	նրանք	156	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl
51	մենք	151	ghamoyan_jsonl,sakayan_dialogue,sakayan_jsonl
52	ինձ	149	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
53	նրան	139	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
54	լեզվել	139	ghamoyan_jsonl
55	խոսել	137	ghamoyan_jsonl,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
56	լավ	137	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
57	որոնք	136	ghamoyan_jsonl,sakayan_jsonl
58	դուք	135	sakayan_chunks,sakayan_dialogue,sakayan_jsonl
59	վրա	133	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
60	մարդ	130	ghamoyan_jsonl,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
61	քեզ	128	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl
62	երկու	126	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl
63	ով	125	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl
64	ուտել	125	ghamoyan_jsonl,sakayan_jsonl,sakayan_paradigms
65	իմ	125	ghamoyan_fillers,ghamoyan_jsonl,sakayan_jsonl,sakayan_paradigms
66	օրինակ	125	ghamoyan_jsonl,sakayan_jsonl
67	նրանց	124	ghamoyan_jsonl,sakayan_dialogue,sakayan_jsonl,sakayan_paradigms,sakayan_vocab
68	սեր	122	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
69	գրական	122	ghamoyan_jsonl,sakayan_jsonl
70	նոր	120	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
71	ամեն	117	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
72	բառ	116	ghamoyan_jsonl,sakayan_dialogue,sakayan_jsonl
73	տեսնել	115	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_paradigms,sakayan_vocab
74	այստեղ	114	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
75	բան	114	ghamoyan_fillers,ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl
76	ձեր	113	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_paradigms
77	եթե	111	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
78	օր	111	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
79	առաջ	110	ghamoyan_jsonl,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
80	այո	106	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl
81	սա	106	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl
82	տուն	104	ghamoyan_jsonl,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
83	հայր	103	ghamoyan_jsonl,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
84	հաճախ	103	ghamoyan_jsonl,sakayan_jsonl,sakayan_vocab
85	տարբեր	103	ghamoyan_jsonl,sakayan_jsonl,sakayan_vocab
86	իրենց	102	ghamoyan_jsonl,sakayan_jsonl,sakayan_paradigms,sakayan_vocab
87	գիտել	97	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
88	որտեղ	95	ghamoyan_jsonl,sakayan_chunks,sakayan_dialogue,sakayan_jsonl,sakayan_vocab
89	հայոց	95	ghamoyan_jsonl,sakayan_jsonl
